#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
#yr,mo,dy,hr,mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,mi,ft
2021,7,28,10,40,61,6.3,9.8,2.3,9.09,6.17,90,1014.1,24.5,25.5,22.4,99,99
2021,7,28,10,50,66,7.5,10.2,99,99,99,999,1014,25,25.5,22.5,99,99
2021,7,28,11,0,72,8.8,11.6,99,99,99,999,1013.8,24.8,25.5,22.5,99,99
2021,7,28,11,10,58,7.4,9.2,99,99,99,999,1013.7,24.3,25.5,22.5,99,99
2021,7,28,11,20,64,7.4,9.5,99,99,99,999,1013.5,24.7,25.5,22.8,99,99
2021,7,28,11,30,58,7.8,9.6,99,99,99,999,1013.4,24.8,25.5,22.6,99,99
2021,7,28,11,40,54,7.1,8.6,2.24,9.09,6.04,106,1013.4,24.7,25.5,22.6,99,99
2021,7,28,11,50,62,8,10.5,99,99,99,999,1013.4,24.8,25.5,22.7,99,99
2021,7,28,12,0,72,9,11.2,99,99,99,999,1013.4,24.3,25.5,22.3,99,99
2021,7,28,12,10,83,6.9,9.5,99,99,99,999,1013.2,24.3,25.5,22.4,99,99
2021,7,28,12,20,81,6.1,8,99,99,99,999,1013.2,24.4,25.5,22.7,99,99
2021,7,28,12,30,69,7.8,9.6,99,99,99,999,1013.1,24.8,25.5,22.4,99,99
2021,7,28,12,40,73,9.5,12.1,2.31,9.09,6.23,105,1013.2,24.2,25.5,22.7,99,99
2021,7,28,12,50,66,7.5,9.4,99,99,99,999,1013.1,23.9,25.5,22.4,99,99
2021,7,28,13,0,66,6.8,8.4,99,99,99,999,1013,24.4,25.5,22.5,99,99
2021,7,28,13,10,73,7.2,9.2,99,99,99,999,1013,24.7,25.5,22.5,99,99
2021,7,28,13,20,66,7.5,9.4,99,99,99,999,1012.9,24.8,25.5,22.6,99,99
2021,7,28,13,30,68,7.7,10.3,99,99,99,999,1012.9,24.6,25.5,22.6,99,99
2021,7,28,13,40,72,8.3,11,2.3,8.33,6.17,97,1012.8,23.9,25.5,22.3,99,99
2021,7,28,13,50,72,7.2,9.4,99,99,99,999,1012.7,24.6,25.5,22.4,99,99
2021,7,28,14,0,70,7.6,9.5,99,99,99,999,1012.7,24.8,25.5,22.6,99,99
2021,7,28,14,10,71,7,9,99,99,99,999,1012.8,24.8,25.5,22.5,99,99
2021,7,28,14,20,70,7.7,10.7,99,99,99,999,1012.9,24.8,25.5,22.8,99,99
2021,7,28,14,30,77,7.1,10.7,99,99,99,999,1012.9,24.5,25.5,22.4,99,99
2021,7,28,14,40,73,6.9,8.5,2.33,9.09,6.4,106,1012.9,24.7,25.5,22.2,99,99
2021,7,28,14,50,76,7.3,8.9,99,99,99,999,1012.9,25,25.5,22.4,99,99
2021,7,28,15,0,73,6.6,7.9,99,99,99,999,1013.1,25.1,25.5,22.6,99,99
2021,7,28,15,10,68,6.4,8.2,99,99,99,999,1013.2,24.9,25.5,22.9,99,99
2021,7,28,15,20,76,6.3,8.5,99,99,99,999,1013.3,24.8,25.5,22.9,99,99
2021,7,28,15,30,71,7.1,9,99,99,99,999,1013.4,24.8,25.5,22.7,99,99
2021,7,28,15,40,69,6.9,8.6,2.47,9.09,6.59,105,1013.4,24.9,25.5,22.7,99,99
2021,7,28,15,50,64,7.3,9.4,99,99,99,999,1013.4,24.7,25.5,22.6,99,99
2021,7,28,16,0,70,7.4,9.5,99,99,99,999,1013.5,24.8,25.5,22.5,99,99
2021,7,28,16,10,71,7.4,9.5,99,99,99,999,1013.7,24.9,25.5,22.6,99,99
2021,7,28,16,20,71,6.8,8.5,99,99,99,999,1013.9,24.9,25.5,22.7,99,99
2021,7,28,16,30,70,7.2,10,99,99,99,999,1014,24.7,25.5,22.9,99,99
2021,7,28,16,40,70,6.7,8.4,2.11,7.69,6.23,93,1014.2,24.5,25.5,23,99,99
2021,7,28,16,50,73,7.6,9,99,99,99,999,1014.3,24.7,25.5,22.9,99,99
2021,7,28,17,0,64,7.2,9.4,99,99,99,999,1014.3,24.6,25.5,23.1,99,99
2021,7,28,17,10,74,8.2,11.5,99,99,99,999,1014.5,24.2,25.5,23,99,99
2021,7,28,17,20,71,6.6,8.6,99,99,99,999,1014.5,24,25.5,23,99,99
2021,7,28,17,30,71,7.5,9.7,99,99,99,999,1014.6,24.5,25.5,23.1,99,99
2021,7,28,17,40,72,7.2,10.2,2.24,9.09,6.23,109,1014.6,24.3,25.5,23.2,99,99
2021,7,28,17,50,72,7.6,9.5,99,99,99,999,1014.5,24.5,25.5,23.1,99,99
2021,7,28,18,0,65,8.2,9.8,99,99,99,999,1014.6,24.8,25.5,23.1,99,99
2021,7,28,18,10,68,7.4,9.3,99,99,99,999,1014.6,24.7,25.5,23,99,99
2021,7,28,18,20,69,7.6,10,99,99,99,999,1014.7,24.8,25.5,23,99,99
2021,7,28,18,30,68,7.5,9.2,99,99,99,999,1014.8,25,25.5,22.9,99,99
2021,7,28,18,40,66,7.1,8.7,2.19,8.33,6.14,94,1015,25,25.5,23.1,99,99
2021,7,28,18,50,63,7.2,9.1,99,99,99,999,1015,24.9,25.5,23.3,99,99
2021,7,28,19,0,69,7.8,9.8,99,99,99,999,1015,25,25.5,22.9,99,99
2021,7,28,19,10,69,8.2,9.8,99,99,99,999,1015,25.2,25.5,23,99,99
2021,7,28,19,20,73,8.5,10.5,99,99,99,999,1015,25,25.5,23,99,99
2021,7,28,19,30,69,8,10.3,99,99,99,999,1015,24.5,25.5,23.1,99,99
2021,7,28,19,40,65,8.1,10.3,2.14,9.09,6.05,97,1014.8,24.5,25.5,23,99,99
2021,7,28,19,50,69,7.2,8.9,99,99,99,999,1014.8,24.9,25.5,22.9,99,99
2021,7,28,20,0,67,8,10,99,99,99,999,1014.9,25.2,25.5,22.8,99,99
2021,7,28,20,10,64,7.7,9.5,99,99,99,999,1015,25.2,25.5,23,99,99
2021,7,28,20,20,58,8.4,10.2,99,99,99,999,1014.9,25.2,25.5,23.1,99,99
2021,7,28,20,30,61,8.8,10.4,99,99,99,999,1015,25.2,25.5,23,99,99
2021,7,28,20,40,63,9,11.1,2.2,9.09,6.11,116,1015,25.2,25.5,22.8,99,99
2021,7,28,20,50,70,8.8,10.8,99,99,99,999,1014.9,25.1,25.5,23.1,99,99
2021,7,28,21,0,67,8.7,10.1,99,99,99,999,1015,24.9,25.5,23,99,99
2021,7,28,21,10,62,8.4,10.3,99,99,99,999,1015,25.1,25.6,23,99,99
2021,7,28,21,20,62,8.8,10.7,99,99,99,999,1015,25.1,25.6,22.9,99,99
2021,7,28,21,30,60,8.2,10.3,99,99,99,999,1015,25.1,25.6,22.8,99,99
2021,7,28,21,40,59,8.4,10.3,2.04,9.09,5.84,107,1014.8,25.1,25.6,22.9,99,99
2021,7,28,21,50,64,8.5,10.2,99,99,99,999,1014.8,25.1,25.6,22.8,99,99
2021,7,28,22,0,63,8.8,10.4,99,99,99,999,1014.7,25,25.6,22.7,99,99
2021,7,28,22,10,62,9.2,11.3,99,99,99,999,1014.8,25,25.6,22.5,99,99
2021,7,28,22,20,64,9.3,11.3,99,99,99,999,1014.7,25,25.6,22.5,99,99
2021,7,28,22,30,67,9.3,11.4,99,99,99,999,1014.8,25,25.6,22.3,99,99
2021,7,28,22,40,64,9.6,11.9,2.08,9.09,5.76,89,1014.5,25,25.6,22.4,99,99
2021,7,28,22,50,65,9.4,11.8,99,99,99,999,1014.5,25.1,25.6,22.3,99,99
2021,7,28,23,0,64,9.5,11.5,99,99,99,999,1014.5,25.1,25.6,22.2,99,99
2021,7,28,23,10,64,9,11.1,99,99,99,999,1014.4,25.3,25.6,22.3,99,99
2021,7,28,23,20,64,9.1,11.3,99,99,99,999,1014.2,25.3,25.6,22.1,99,99
2021,7,28,23,30,67,8.5,10.7,99,99,99,999,1014,25.4,25.6,22.1,99,99
2021,7,28,23,40,62,8.9,11.6,2.14,8.33,6,94,1013.9,25.5,25.6,22,99,99
2021,7,28,23,50,66,9.1,11.1,99,99,99,999,1013.7,25.5,25.6,21.8,99,99
2021,7,29,0,0,67,9.5,11.2,99,99,99,999,1013.6,25.5,25.6,21.8,99,99
2021,7,29,0,10,66,9,10.6,99,99,99,999,1013.6,25.5,25.6,22.1,99,99
2021,7,29,0,20,65,8.7,10.8,99,99,99,999,1013.6,25.5,25.6,22,99,99
2021,7,29,0,30,66,9.4,11.2,99,99,99,999,1013.7,25.4,25.6,21.8,99,99
2021,7,29,0,40,67,9.3,11.4,2.11,8.33,5.78,103,1013.7,25.5,25.6,21.9,99,99
2021,7,29,0,50,65,9.4,11.5,99,99,99,999,1013.6,25.4,25.6,22.3,99,99
2021,7,29,1,0,69 1,0.3,12.8,99,99,99,999,1013.5,25,25.7,22.5,99,99
2021,7,29,1,10,68,9.6,12,99,99,99,999,1013.3,25,25.7,22.1,99,99
2021,7,29,1,20,67,9.6,11.8,99,99,99,999,1013.3,25.1,25.6,22.2,99,99
2021,7,29,1,30,69,9.3,11.6,99,99,99,999,1013.4,25,25.7,22,99,99
2021,7,29,1,40,69,9.5,11.6,2.19,8.33,5.77,95,1013.5,25.1,25.6,21.9,99,99
2021,7,29,1,50,70,9.4,11.2,99,99,99,999,1013.4,25.1,25.6,21.7,99,99
2021,7,29,2,0,69,9.1,11.1,99,99,99,999,1013.5,25.2,25.6,21.5,99,99
2021,7,29,2,10,66,8.9,11.2,99,99,99,999,1013.5,25.2,25.6,21.7,99,99
2021,7,29,2,20,66,9,10.8,99,99,99,999,1013.4,25.2,25.6,22.1,99,99
2021,7,29,2,30,64,9.6,12.2,99,99,99,999,1013.5,25,25.6,22.3,99,99
2021,7,29,2,40,64 1,0.1,12.9,2.03,9.09,5.66,103,1013.5,24.5,25.6,22.1,99,99
2021,7,29,2,50,66,9.6,12.1,99,99,99,999,1013.5,24.6,25.6,21.9,99,99
2021,7,29,3,0,74,8.9,11.8,99,99,99,999,1013.5,24.8,25.6,21.4,99,99
2021,7,29,3,10,73,8.6,10.6,99,99,99,999,1013.5,25.3,25.6,21.2,99,99
2021,7,29,3,20,70,8.8,10.5,99,99,99,999,1013.7,25.4,25.6,21,99,99
2021,7,29,3,30,62,8.1,10.4,99,99,99,999,1013.9,25.4,25.6,21.4,99,99
2021,7,29,3,40,61,7.9,9.8,2.15,8.33,5.73,92,1013.9,25.4,25.6,21.6,99,99
2021,7,29,3,50,61,7.8,9.7,99,99,99,999,1014,25.4,25.6,21.8,99,99
2021,7,29,4,0,61,8.4,10.4,99,99,99,999,1013.9,25.4,25.6,21.7,99,99
2021,7,29,4,10,61,8.3,10.2,99,99,99,999,1014,25.4,25.6,21.8,99,99
2021,7,29,4,20,60,8.2,9.8,99,99,99,999,1014.1,25.3,25.6,21.7,99,99
2021,7,29,4,30,55,8,10,99,99,99,999,1014.2,25.3,25.6,21.7,99,99
2021,7,29,4,40,60,8.2,10.1,2.14,9.09,5.96,105,1014.3,25.4,25.6,21.8,99,99
2021,7,29,4,50,58,8,9.6,99,99,99,999,1014.3,25.3,25.6,22.1,99,99
2021,7,29,5,0,59,8,9.9,99,99,99,999,1014.4,25.3,25.6,22,99,99
2021,7,29,5,10,62,9.1,12.8,99,99,99,999,1014.5,25.2,25.6,22,99,99
2021,7,29,5,20,78,9.9,12.4,99,99,99,999,1014.7,24.1,25.6,22.3,99,99
2021,7,29,5,30,77,8.7,10.6,99,99,99,999,1014.9,24.3,25.6,22,99,99
2021,7,29,5,40,67,7.6,9.7,2.11,8.33,5.92,107,1015.1,24.7,25.6,22.3,99,99
2021,7,29,5,50,55,8.7,10.9,99,99,99,999,1015.1,24.7,25.6,21.9,99,99
2021,7,29,6,0,58,9,10.8,99,99,99,999,1015.2,25,25.6,21.5,99,99
2021,7,29,6,10,61,8.4,10.2,99,99,99,999,1015.4,25.2,25.6,21.4,99,99
2021,7,29,6,20,64,7.9,10.5,99,99,99,999,1015.6,25.3,25.6,21.7,99,99
2021,7,29,6,30,72,7.3,8.9,99,99,99,999,1015.6,25.3,25.6,21.7,99,99
2021,7,29,6,40,74,8,10.1,1.92,8.33,5.62,80,1015.6,25.3,25.6,21.7,99,99
2021,7,29,6,50,74,8.6,10.4,99,99,99,999,1015.6,25.3,25.6,21.6,99,99
2021,7,29,7,0,85,8,10.2,99,99,99,999,1015.8,24.9,25.6,21.8,99,99
2021,7,29,7,10,77,7.5,9.7,99,99,99,999,1015.8,25.2,25.6,21.9,99,99
2021,7,29,7,20,74,8.2,10.2,99,99,99,999,1015.9,25.4,25.6,22,99,99
2021,7,29,7,30,67,8.1,9.9,99,99,99,999,1015.9,25.5,25.6,22,99,99
2021,7,29,7,40,69,7.7,9.6,2.06,7.69,5.84,86,1016,25.4,25.6,22,99,99
2021,7,29,7,50,63,7.9,10,99,99,99,999,1016,25.5,25.6,21.9,99,99
2021,7,29,8,0,69,8,9.9,99,99,99,999,1016.1,25.4,25.6,21.4,99,99
2021,7,29,8,10,68,7.1,9.1,99,99,99,999,1016.2,25.7,25.6,20.7,99,99
2021,7,29,8,20,67,7.9,9.9,99,99,99,999,1016.1,25.7,25.6,20.5,99,99
2021,7,29,8,30,74,8,9.9,99,99,99,999,1016.1,25.6,25.5,20.9,99,99
2021,7,29,8,40,75,8.1,10.3,2,8.33,5.84,99,1016,25.5,25.5,21.6,99,99
2021,7,29,8,50,73,8.2,11,99,99,99,999,1016,25.4,25.5,21.6,99,99
2021,7,29,9,0,73,8.5,10.6,99,99,99,999,1015.7,25.4,25.5,21.4,99,99
2021,7,29,9,10,73,8.6,10.2,99,99,99,999,1015.7,25.4,25.5,21.4,99,99
2021,7,29,9,20,85,8.3,10.8,99,99,99,999,1015.8,25.1,25.5,22.2,99,99
2021,7,29,9,30,86,7.7,9.8,99,99,99,999,1015.8,24.9,25.5,21.9,99,99
2021,7,29,9,40,77,8.3,10.1,2,8.33,5.77,100,1015.6,25.1,25.5,21.9,99,99
2021,7,29,9,50,76,9.4,11.4,99,99,99,999,1015.7,24.9,25.5,22.2,99,99
2021,7,29,10,0,75,9.5,11.2,99,99,99,999,1015.6,24.8,25.5,21.5,99,99
2021,7,29,10,10,79,9.4,11.6,99,99,99,999,1015.6,25.1,25.6,21.1,99,99
2021,7,29,10,20,78,8.6,10.5,99,99,99,999,1015.5,25.2,25.6,20.8,99,99
2021,7,29,10,30,90,8,9.7,99,99,99,999,1015.5,25.1,25.5,21.6,99,99
2021,7,29,10,40,85,7.8,9.7,2.1,8.33,5.71,101,1015.4,24.9,25.5,21.7,99,99
2021,7,29,10,50,90,7.7,9.4,99,99,99,999,1015.2,24.9,25.5,22.1,99,99
2021,7,29,11,0,86,7.9,9.6,99,99,99,999,1015.2,25.1,25.5,22,99,99
2021,7,29,11,10,89,7.6,9.5,99,99,99,999,1015,25.1,25.5,21.8,99,99
2021,7,29,11,20,85,7.3,10.4,99,99,99,999,1014.8,25.2,25.5,21.8,99,99
2021,7,29,11,30,80,8.7,11,99,99,99,999,1014.8,25.2,25.5,21.9,99,99
2021,7,29,11,40,84,8.6,10.2,2.07,9.09,5.9,109,1014.6,25.1,25.5,21.2,99,99
2021,7,29,11,50,81,8.2,10.7,99,99,99,999,1014.5,25.3,25.5,20.8,99,99
2021,7,29,12,0,79,8.9,11.2,99,99,99,999,1014.3,25.5,25.5,19.8,99,99
2021,7,29,12,10,76,8.6,10.1,99,99,99,999,1014.3,25.6,25.5,20,99,99
2021,7,29,12,20,83,8.2,9.8,99,99,99,999,1014.4,25.4,25.5,20.3,99,99
2021,7,29,12,30,80,8.1,9.9,99,99,99,999,1014.3,25.3,25.5,20.2,99,99
2021,7,29,12,40,79,7.8,10.1,2.13,8.33,5.96,99,1014.3,25.4,25.5,20,99,99
2021,7,29,12,50,82,8.5,10.7,99,99,99,999,1014.2,25.4,25.5,20.2,99,99
2021,7,29,13,0,74,8.9,10.7,99,99,99,999,1014.2,25.3,25.5,19.7,99,99
2021,7,29,13,10,79,7.8,10.3,99,99,99,999,1014.2,25.3,25.5,19.7,99,99
2021,7,29,13,20,84,7.5,9.4,99,99,99,999,1014.2,25.2,25.5,19.8,99,99
2021,7,29,13,30,82,7,8.4,99,99,99,999,1014.3,25.2,25.5,19.9,99,99
2021,7,29,13,40,77,7.4,9.1,2.02,8.33,5.82,103,1014.3,25.2,25.5,20.2,99,99
2021,7,29,13,50,80,7.4,9.1,99,99,99,999,1014.3,25.2,25.5,20.2,99,99
2021,7,29,14,0,82,7.7,9.3,99,99,99,999,1014.3,25.1,25.5,21,99,99
2021,7,29,14,10,84,7.6,9.1,99,99,99,999,1014.1,24.9,25.5,21.1,99,99
2021,7,29,14,20,81,7.3,8.5,99,99,99,999,1014.3,25.1,25.5,20.4,99,99
2021,7,29,14,30,77,7.8,9.3,99,99,99,999,1014.2,25.2,25.5,20.1,99,99
2021,7,29,14,40,76,7.1,8.6,1.92,8.33,5.86,100,1014.3,25.1,25.5,20.6,99,99
2021,7,29,14,50,79,7.6,9.1,99,99,99,999,1014.3,25.1,25.5,20.9,99,99
2021,7,29,15,0,84,7.4,8.8,99,99,99,999,1014.3,25.1,25.5,20.8,99,99
2021,7,29,15,10,83,7,8.5,99,99,99,999,1014.3,25.2,25.5,20.2,99,99
2021,7,29,15,20,84,7.1,9.2,99,99,99,999,1014.3,25.1,25.5,20.4,99,99
2021,7,29,15,30,82,6.5,8,99,99,99,999,1014.4,25.1,25.5,20.6,99,99
2021,7,29,15,40,82,6.3,8.1,2.03,8.33,5.99,115,1014.5,25.1,25.5,20.6,99,99
2021,7,29,15,50,76,6.9,8.8,99,99,99,999,1014.5,25,25.5,20.8,99,99
2021,7,29,16,0,77,6.6,8.7,99,99,99,999,1014.5,25,25.5,20.8,99,99
2021,7,29,16,10,76,7.1,9.2,99,99,99,999,1014.5,25,25.5,20.9,99,99
2021,7,29,16,20,79,7.4,9.4,99,99,99,999,1014.7,25,25.5,21,99,99
2021,7,29,16,30,85,7.3,8.8,99,99,99,999,1014.9,25,25.5,20.9,99,99
2021,7,29,16,40,83,7,8.4,1.98,8.33,5.88,104,1015,25,25.5,20.7,99,99
2021,7,29,16,50,86,6.8,8.6,99,99,99,999,1014.9,25.1,25.5,20.4,99,99
2021,7,29,17,0,85,6.6,8.1,99,99,99,999,1014.9,25.2,25.5,20.4,99,99
2021,7,29,17,10,89,6.4,8.1,99,99,99,999,1015,25.3,25.5,20.5,99,99
2021,7,29,17,20,88,6.2,7.9,99,99,99,999,1015,25.3,25.5,20.5,99,99
2021,7,29,17,30,88,5.7,7.2,99,99,99,999,1015,25.4,25.5,20.7,99,99
2021,7,29,17,40,86,6,7.7,1.89,7.69,6.16,91,1015.1,25.4,25.5,20.4,99,99
2021,7,29,17,50,89,6.4,7.6,99,99,99,999,1015,25.4,25.5,20.5,99,99
2021,7,29,18,0,89,6.2,8,99,99,99,999,1015.1,25.3,25.5,20.7,99,99
2021,7,29,18,10,90,6.2,7.5,99,99,99,999,1015.2,25.3,25.5,20.6,99,99
2021,7,29,18,20,86,6.4,7.8,99,99,99,999,1015.4,25.3,25.5,20.8,99,99
2021,7,29,18,30,86,5.9,7.4,99,99,99,999,1015.4,25.3,25.5,20.9,99,99
2021,7,29,18,40,86,6.2,7.9,1.92,7.69,6.07,104,1015.5,25.3,25.5,21,99,99
2021,7,29,18,50,88,6.7,8,99,99,99,999,1015.5,25.3,25.5,21.2,99,99
2021,7,29,19,0,92,6.8,8.3,99,99,99,999,1015.5,25.3,25.5,21.4,99,99
2021,7,29,19,10,99,6.6,8.4,99,99,99,999,1015.5,25.3,25.5,21.2,99,99
2021,7,29,19,20,95,6.1,7.4,99,99,99,999,1015.5,25.3,25.6,21.1,99,99
2021,7,29,19,30,93,7.1,9.7,99,99,99,999,1015.7,24.9,25.5,20.7,99,99
2021,7,29,19,40,89,6.2,7.6,1.84,7.14,5.9,98,1015.7,24.4,25.6,21,99,99
2021,7,29,19,50,93,6.5,8,99,99,99,999,1015.6,24.9,25.6,21.2,99,99
2021,7,29,20,0,79,6.2,8.6,99,99,99,999,1015.5,25,25.6,20.8,99,99
2021,7,29,20,10,62,6.9,8.6,99,99,99,999,1015.6,24.7,25.6,21.1,99,99
2021,7,29,20,20,64,5.4,7,99,99,99,999,1015.5,24.6,25.6,21.1,99,99
2021,7,29,20,30,69,4.8,6.2,99,99,99,999,1015.5,24.8,25.6,21.1,99,99
2021,7,29,20,40,84,5.5,6.8,1.83,7.69,6.11,95,1015.4,25.1,25.6,21.1,99,99
2021,7,29,20,50,72,5.2,6.6,99,99,99,999,1015.4,25.2,25.6,21.5,99,99
2021,7,29,21,0,61,5,6.3,99,99,99,999,1015.4,24.9,25.6,21.5,99,99
2021,7,29,21,10,67,4.1,5.4,99,99,99,999,1015.3,25,25.6,21.7,99,99
2021,7,29,21,20,64,4.7,6,99,99,99,999,1015.2,25,25.6,21.7,99,99
2021,7,29,21,30,58,4.8,6,99,99,99,999,1015.1,24.9,25.7,22.4,99,99
2021,7,29,21,40,62,4.9,5.9,1.76,8.33,6.08,117,1015,24.9,25.7,22.2,99,99
2021,7,29,21,50,69,6,7.6,99,99,99,999,1014.9,25.2,25.7,21.8,99,99
2021,7,29,22,0,57,6,7.5,99,99,99,999,1014.9,25.1,25.7,22.1,99,99
2021,7,29,22,10,51,5.7,7,99,99,99,999,1014.8,24.8,25.7,22.4,99,99
2021,7,29,22,20,57,5.7,7.3,99,99,99,999,1014.8,24.9,25.7,22.4,99,99
2021,7,29,22,30,58,6.6,8.5,99,99,99,999,1014.7,24.9,25.7,22.2,99,99
2021,7,29,22,40,61,7,8.4,1.79,8.33,5.85,103,1014.7,24.9,25.7,21.9,99,99
2021,7,29,22,50,59,7.8,9.4,99,99,99,999,1014.6,24.9,25.7,22.2,99,99
2021,7,29,23,0,66,7.7,9,99,99,99,999,1014.5,24.7,25.7,21.9,99,99
2021,7,29,23,10,71,7.2,9.2,99,99,99,999,1014.4,25,25.7,21.7,99,99
2021,7,29,23,20,72,7,9.4,99,99,99,999,1014.4,25,25.7,21.1,99,99
2021,7,29,23,30,68,6.2,8.2,99,99,99,999,1014.3,25,25.7,21.7,99,99
2021,7,29,23,40,64,6.4,8,1.84,7.69,5.97,97,1014.3,24.9,25.7,21.8,99,99
2021,7,29,23,50,66,6.1,8.2,99,99,99,999,1014.3,24.9,25.7,22,99,99
2021,7,30,0,0,70,6.5,8.1,99,99,99,999,1014.2,25.2,25.7,21.9,99,99
2021,7,30,0,10,68,7.3,8.8,99,99,99,999,1014.1,25.3,25.7,21.8,99,99
2021,7,30,0,20,70,7.6,9.5,99,99,99,999,1013.9,25.3,25.7,21.7,99,99
2021,7,30,0,30,69,8.1,10,99,99,99,999,1013.8,25.4,25.7,21.2,99,99
2021,7,30,0,40,69,8.3,10.1,1.67,7.69,5.67,101,1013.8,25.4,25.7,21.2,99,99
2021,7,30,0,50,71,8.4,10.1,99,99,99,999,1013.8,25.4,25.7,21.2,99,99
2021,7,30,1,0,74,7.9,9.9,99,99,99,999,1013.7,25.4,25.7,21.5,99,99
2021,7,30,1,10,73,7.7,9.8,99,99,99,999,1013.7,25.4,25.7,21.5,99,99
2021,7,30,1,20,69,8.1,9.7,99,99,99,999,1013.6,25.3,25.7,21.4,99,99
2021,7,30,1,30,70,8.6,10.6,99,99,99,999,1013.6,25.3,25.7,21,99,99
2021,7,30,1,40,68,8.1,9.6,1.89,7.69,5.77,95,1013.6,25.4,25.7,21.2,99,99
2021,7,30,1,50,69,8.1,9.8,99,99,99,999,1013.5,25.4,25.7,21.2,99,99
2021,7,30,2,0,68,8,9.7,99,99,99,999,1013.5,25.4,25.7,21.3,99,99
2021,7,30,2,10,67,8.1,9.6,99,99,99,999,1013.5,25.3,25.7,21.3,99,99
2021,7,30,2,20,70,8.2,9.7,99,99,99,999,1013.5,25.3,25.7,21.6,99,99
2021,7,30,2,30,69,8.2,10,99,99,99,999,1013.5,25.2,25.7,21.3,99,99
2021,7,30,2,40,72,7.7,9.8,2.01,7.69,5.68,93,1013.5,25.3,25.7,21.7,99,99
2021,7,30,2,50,68,8.4,10.3,99,99,99,999,1013.6,25.3,25.7,21.4,99,99
2021,7,30,3,0,69,8.4,10.5,99,99,99,999,1013.7,25.4,25.7,21.5,99,99
2021,7,30,3,10,64,8.5,10.7,99,99,99,999,1013.7,25.3,25.7,21.5,99,99
2021,7,30,3,20,67,8.4,10.5,99,99,99,999,1013.7,25.3,25.7,21.4,99,99
2021,7,30,3,30,76,8.9,10.7,99,99,99,999,1013.8,25.2,25.7,21.9,99,99
2021,7,30,3,40,76,8.1,10,1.83,8.33,5.58,98,1013.9,25.1,25.7,21.7,99,99
2021,7,30,3,50,75,8.5,10.3,99,99,99,999,1014,25,25.7,21.4,99,99
2021,7,30,4,0,75,8.2,10.2,99,99,99,999,1014.2,25.1,25.7,21.3,99,99
2021,7,30,4,10,70,8.3,9.7,99,99,99,999,1014.2,25.1,25.7,21.4,99,99
2021,7,30,4,20,73,8.3,10.1,99,99,99,999,1014.2,25.1,25.7,21.3,99,99
2021,7,30,4,30,76,8,9.8,99,99,99,999,1014.3,25.2,25.7,21.6,99,99
2021,7,30,4,40,79,8.4,10.5,1.96,8.33,5.71,107,1014.4,25.2,25.7,21.5,99,99
2021,7,30,4,50,72,9.2,11.3,99,99,99,999,1014.3,25.2,25.7,21.1,99,99
2021,7,30,5,0,73,8.9,10.9,99,99,99,999,1014.5,25.2,25.6,21.1,99,99
2021,7,30,5,10,74,8.8,10.9,99,99,99,999,1014.8,25.2,25.6,20.8,99,99
2021,7,30,5,20,80,9.2,11.1,99,99,99,999,1014.8,25.2,25.6,20.9,99,99
2021,7,30,5,30,73,9.2,10.9,99,99,99,999,1015,25.3,25.6,21.1,99,99
2021,7,30,5,40,72,9.6,11.7,1.94,8.33,5.55,107,1015.1,25.2,25.6,20.9,99,99
2021,7,30,5,50,69,8.9,11.7,99,99,99,999,1015.1,25.3,25.6,21,99,99
2021,7,30,6,0,73,9.2,11.1,99,99,99,999,1015.1,25.2,25.6,20.6,99,99
2021,7,30,6,10,73,9.1,10.9,99,99,99,999,1015.2,25.2,25.6,20.4,99,99
2021,7,30,6,20,67,9,10.8,99,99,99,999,1015.2,25.3,25.6,20.6,99,99
2021,7,30,6,30,65,9.2,11.6,99,99,99,999,1015.3,25.3,25.6,20.2,99,99
2021,7,30,6,40,72,8.9,11.7,1.96,7.69,5.43,90,1015.3,25.3,25.6,20.1,99,99
2021,7,30,6,50,72,9.3,11.6,99,99,99,999,1015.4,25.3,25.6,20,99,99
2021,7,30,7,0,74,9.6,12.1,99,99,99,999,1015.5,25.3,25.6,19.9,99,99
2021,7,30,7,10,78,9.4,11.6,99,99,99,999,1015.6,25.3,25.6,19.9,99,99
2021,7,30,7,20,76,9.1,11.3,99,99,99,999,1015.6,25.3,25.6,19.9,99,99
2021,7,30,7,30,82,8.7,10.8,99,99,99,999,1015.7,25.3,25.6,20.1,99,99
2021,7,30,7,40,86,8.9,11.1,1.91,8.33,5.49,103,1015.7,25.4,25.6,20.2,99,99
2021,7,30,7,50,88,9.2,11.3,99,99,99,999,1015.9,25.4,25.6,20.2,99,99
2021,7,30,8,0,81,9.5,11.6,99,99,99,999,1015.9,25.4,25.6,20.1,99,99
2021,7,30,8,10,81,8.8,10.5,99,99,99,999,1016,25.4,25.6,20.2,99,99
2021,7,30,8,20,83,8.4,10.6,99,99,99,999,1016,25.4,25.6,20.4,99,99
2021,7,30,8,30,86,9.1,11,99,99,99,999,1015.9,25.3,25.6,20.3,99,99
2021,7,30,8,40,85,9.2,11.2,1.98,7.69,5.48,109,1015.9,25.3,25.6,20.5,99,99
